participant,Block,method,taskNr,condition,code,estimateRatio-Percentage,size1,size2,headPosition,headRotation,time
12,2,ratioPercentage,2,Area,0.18,15,0.17280000000,0.96,-0.1221532;1.132095;0.08598441,0.2131114;0.2018247;-0.0413112,10030.31
12,2,ratioPercentage,3,Area,0.08,5,0.08160000000,1.02,-0.1120654;1.138012;0.07176977,0.1977573;0.1214221;-0.01689553,7305.375
12,2,ratioPercentage,4,Area,0.48,20,0.48480000000,1.01,-0.09998816;1.143212;0.06380332,0.1796769;0.09083887;-0.01117671,18228.63
12,2,ratioPercentage,5,Area,0.58,40,0.56260000000,0.97,-0.1181437;1.131044;0.1130509,0.2220641;0.1883669;-0.03405596,6869.5
12,2,ratioPercentage,6,Area,0.33,20,0.33990000000,1.03,-0.09838217;1.133676;0.08803284,0.2142478;0.1158029;-0.02824701,15983.94
12,2,ratioPercentage,7,Area,0.88,85,0.88880000000,1.01,-0.1012905;1.120162;0.09383756,0.2554857;0.1217313;-0.03475643,22741.81
12,2,ratioPercentage,8,Area,0.63,40,0.63630000000,1.01,-0.09828788;1.14285;0.08105093,0.178812;0.1446353;-0.01716056,8176.375
12,2,ratioPercentage,9,Area,0.68,55,0.67319993200,0.9899999,-0.08426458;1.132631;0.0946629,0.2146631;0.1504253;-0.04627034,27120.38
12,2,ratioPercentage,10,Area,0.78,65,0.77219992200,0.9899999,-0.08066672;1.128328;0.09071571,0.2267987;0.1598228;-0.03458441,11292.63
12,2,ratioPercentage,11,Area,0.53,35,0.54590000000,1.03,-0.03935772;1.128262;0.09714627,0.2245383;-0.06576762;0.003771212,8924.938
12,2,ratioPercentage,12,Area,0.38,22,0.36100000000,0.95,-0.1105606;1.138886;0.08526134,0.1903739;0.2017496;-0.05768798,14018
12,2,ratioPercentage,13,Area,0.83,81,0.83830000000,1.01,-0.08932275;1.130751;0.0864467,0.2267856;0.1265626;-0.03196288,10086.38
12,2,ratioPercentage,14,Area,0.93,86,0.88350000000,0.95,-0.06626672;1.125198;0.1002321,0.2391239;0.08185688;-0.04585171,10655.88
12,2,ratioPercentage,15,Area,0.28,20,0.29120000000,1.04,-0.1069987;1.135341;0.1035694,0.2123709;0.1936461;0.005196752,17179.38
12,2,ratioPercentage,16,Area,0.43,35,0.43430000000,1.01,-0.09050888;1.130077;0.07659882,0.211024;0.03565168;0.02480279,5841.813
12,2,ratioPercentage,17,Area,0.23,18,0.22080000000,0.96,-0.1106336;1.129936;0.08841407,0.2155171;0.2220503;-0.02024039,11739.19
12,3,ratioPercentage,0,BarChart,0.73,70,0.69350000000,0.95,-0.1181497;1.134904;0.09007442,0.2068338;0.1973339;-0.008084684,7942.125
12,3,ratioPercentage,1,BarChart,0.93,90,0.90210000000,0.97,-0.09883982;1.134001;0.07761931,0.2050112;0.02911285;0.02568182,10645.81
12,3,ratioPercentage,2,BarChart,0.08,8,0.07600000000,0.95,-0.08777291;1.121113;0.08914238,0.251498;0.1361552;-0.01544205,9839.5
12,3,ratioPercentage,3,BarChart,0.53,45,0.50350000000,0.95,-0.1001382;1.121376;0.09741819,0.2498008;0.1012972;0.03761512,15046
12,3,ratioPercentage,4,BarChart,0.78,70,0.76440000000,0.98,-0.01768333;1.128259;0.08364844,0.2069243;0.0278346;-0.009315588,6981.125
12,3,ratioPercentage,5,BarChart,0.58,50,0.59740000000,1.03,-0.01394981;1.119721;0.09149045,0.2321333;0.001885208;-0.005632974,5417.375
12,3,ratioPercentage,6,BarChart,0.83,75,0.81340000000,0.98,0.001747429;1.137981;0.08265901,0.1652328;-0.02361869;0.000414484,12096.63
12,3,ratioPercentage,7,BarChart,0.23,20,0.23690000000,1.03,0.0184173;1.111609;0.1022758,0.2523614;-0.0405568;-0.003490284,7461.75
12,3,ratioPercentage,8,BarChart,0.13,15,0.12869998700,0.9899999,0.03625172;1.131709;0.1561057,0.1753286;-0.0703115;-0.002472587,10410.13
12,3,ratioPercentage,9,BarChart,0.63,60,0.64890000000,1.03,-0.007271707;1.118271;0.08121473,0.2344157;0.03970941;-0.01689081,8064.875
12,3,ratioPercentage,10,BarChart,0.48,45,0.49920000000,1.04,0.02693874;1.126216;0.105835,0.2107565;-0.07638348;0.004323988,6992
12,3,ratioPercentage,11,BarChart,0.68,65,0.66640000000,0.98,-0.09137863;1.137078;0.09131676,0.1982274;0.1284923;-0.03938553,11013.63
12,3,ratioPercentage,12,BarChart,0.18,20,0.17460000000,0.97,-0.1048059;1.115682;0.1074878,0.2558745;0.2189123;-0.04318718,8388.5
12,3,ratioPercentage,13,BarChart,0.28,30,0.26600000000,0.95,-0.1057603;1.113726;0.1059245,0.2647795;0.135112;-0.005235968,8612.375
12,3,ratioPercentage,14,BarChart,0.33,35,0.34320000000,1.04,-0.1115184;1.114928;0.1110848,0.2596529;0.1895395;-0.01177272,9103.25
12,3,ratioPercentage,15,BarChart,0.38,40,0.39140000000,1.03,-0.04329306;1.119982;0.1154981,0.2420734;0.02833614;0.03225362,24082.25
12,3,ratioPercentage,16,BarChart,0.88,80,0.83600000000,0.95,-0.04846233;1.124471;0.07915801,0.2297223;0.0536149;-0.02153323,16944.25
12,3,ratioPercentage,17,BarChart,0.43,44,0.41280000000,0.96,-0.08346552;1.121946;0.08723962,0.2489904;0.1293231;-0.03949426,5261
13,1,ratioPercentage,0,Area,0.23,7,0.22540000000,0.98,-0.001382232;1.1285;0.1515126,0.3786168;0.02468121;-0.007946452,24294.59
13,1,ratioPercentage,1,Area,0.48,25,0.48960000000,1.02,0.0009816885;1.113758;0.1694474,0.4313373;0.03680818;0.004684035,12231.78
13,1,ratioPercentage,2,Area,0.28,12,0.29120000000,1.04,0.004926801;1.116571;0.1897949,0.39932;0.0456424;-0.01415568,11727.56
13,1,ratioPercentage,3,Area,0.18,8,0.18360000000,1.02,-0.009798884;1.111465;0.1807949,0.433461;0.007816993;0.01799564,12498.81
13,1,ratioPercentage,4,Area,0.88,95,0.86240000000,0.98,-0.009466708;1.131939;0.1570532,0.4089701;0.04174811;0.002950104,18821.44
13,1,ratioPercentage,5,Area,0.43,23,0.44720000000,1.04,-0.01512378;1.133173;0.1568692,0.393255;0.02197478;0.01611321,9572.875
13,1,ratioPercentage,6,Area,0.73,85,0.73730000000,1.01,0.01259404;1.119036;0.2087827,0.4789423;0.04147386;0.00138258,17279.5
13,1,ratioPercentage,7,Area,0.08,2,0.07840000000,0.98,-0.00862813;1.106142;0.1782693,0.4511139;0.02105226;0.01650955,21747.41
13,1,ratioPercentage,8,Area,0.83,85,0.81340000000,0.98,-0.02084255;1.092079;0.1794527,0.3988093;0.07331761;-0.0388249,18866
13,1,ratioPercentage,9,Area,0.58,29,0.57419994200,0.9899999,-0.008822024;1.099259;0.1837046,0.4600662;0.04853796;0.00018208,17078.5
13,1,ratioPercentage,10,Area,0.93,98,0.93930000000,1.01,-0.01275098;1.082935;0.1919696,0.4390855;0.04369158;-0.02397704,18787.81
13,1,ratioPercentage,11,Area,0.13,5,0.13390000000,1.03,-0.01854807;1.113614;0.1610568,0.4140841;0.02557182;-0.01431823,11662
13,1,ratioPercentage,12,Area,0.53,27,0.50350000000,0.95,-0.01801419;1.104079;0.1641899,0.4359893;0.0193555;-0.0103602,9236.563
13,1,ratioPercentage,13,Area,0.78,78,0.74880000000,0.96,-0.02051169;1.104138;0.1602273,0.438063;0.03033646;-0.01301303,20697.88
13,1,ratioPercentage,14,Area,0.68,70,0.68000000000,1,-0.02141041;1.107685;0.1796355,0.4485324;-0.004952132;-0.002957641,9446.625
13,1,ratioPercentage,15,Area,0.33,15,0.31350000000,0.95,-0.01292115;1.099125;0.1890123,0.4616615;0.02782243;-0.003918113,13943.19
13,1,ratioPercentage,16,Area,0.38,17,0.36860000000,0.97,-0.009073317;1.095787;0.1835128,0.4651955;0.04229056;-0.002631844,10935
13,1,ratioPercentage,17,Area,0.63,35,0.62369993700,0.9899999,-0.03675342;1.092569;0.1831549,0.4631753;-0.05065021;0.04735214,7372.313
13,2,ratioPercentage,0,BarChart,0.58,55,0.55100000000,0.95,-0.0002290606;1.084545;0.1876808,0.4796545;0.04310291;-0.01362866,11683.75
13,2,ratioPercentage,1,BarChart,0.73,70,0.75920000000,1.04,-0.001718402;1.08709;0.2000768,0.4759587;0.02623221;0.006088017,11940.44
13,2,ratioPercentage,2,BarChart,0.63,60,0.63630000000,1.01,-0.01020867;1.099621;0.1997473,0.4339409;0.0149059;-0.005876292,10533
13,2,ratioPercentage,3,BarChart,0.28,30,0.29120000000,1.04,-0.01196831;1.083073;0.1921611,0.4882515;0.0211113;0.009939552,8131.563
13,2,ratioPercentage,4,BarChart,0.38,35,0.37240000000,0.98,-0.01211977;1.086214;0.1889743,0.4872579;0.02465504;0.01210737,13404.06
13,2,ratioPercentage,5,BarChart,0.78,75,0.81120000000,1.04,-0.01344144;1.09357;0.1794029,0.4819083;0.02848807;0.01259979,15447.69
13,2,ratioPercentage,6,BarChart,0.13,10,0.12610000000,0.97,-0.02223617;1.149766;0.1169922,0.3850831;0.009631832;0.01415498,11873.44
13,2,ratioPercentage,7,BarChart,0.68,70,0.65960000000,0.97,0.01742041;1.14274;0.1122484,0.3855264;0.04037673;-0.02398072,11415.81
13,2,ratioPercentage,8,BarChart,0.53,50,0.53530000000,1.01,0.01072377;1.126809;0.1282401,0.4222908;0.02363752;-0.0001634279,6590.25
13,2,ratioPercentage,9,BarChart,0.23,22,0.23690000000,1.03,0.02139699;1.102009;0.1806035,0.4738427;0.02438772;-0.01915609,11783.94
13,2,ratioPercentage,10,BarChart,0.88,87,0.88000000000,1,0.00800544;1.110193;0.172931,0.4600775;0.01382051;0.003236017,10756.94
13,2,ratioPercentage,11,BarChart,0.33,38,0.33000000000,1,0.02779794;1.118529;0.1577972,0.4545385;0.05385685;-0.03453932,7606.688
13,2,ratioPercentage,12,BarChart,0.43,43,0.44290000000,1.03,0.01670825;1.119866;0.1512527,0.4389437;0.02149306;-0.003573259,9628.375
13,2,ratioPercentage,13,BarChart,0.93,92,0.88350000000,0.95,0.004069626;1.118966;0.1550527,0.4452789;-0.03011747;0.01963999,8902.063
13,2,ratioPercentage,14,BarChart,0.83,85,0.81340000000,0.98,0.03078294;1.120951;0.1366287,0.4378161;0.1080214;-0.04345453,11427.06
13,2,ratioPercentage,15,BarChart,0.48,47,0.46080000000,0.96,0.002716959;1.110362;0.149857,0.4586553;0.01157876;0.003023395,5830.625
13,2,ratioPercentage,16,BarChart,0.08,8,0.08320000000,1.04,0.02188802;1.110255;0.1466314,0.4564847;0.05859486;-0.03047757,8566.813
13,2,ratioPercentage,17,BarChart,0.18,15,0.18180000000,1.01,0.02819234;1.144234;0.1381223,0.3545738;0.07741424;-0.02958371,9081.688
13,3,ratioPercentage,0,Length,0.73,60,0.69350000000,0.95,0.04558086;1.091608;0.2674007,0.5653136;-0.02986915;-0.01178442,11359.31
13,3,ratioPercentage,1,Length,0.78,75,0.74880000000,0.96,0.01604682;1.153499;0.1769952,0.4342029;0.02298355;0.01392428,15849.75
13,3,ratioPercentage,2,Length,0.48,40,0.48960000000,1.02,-0.02507329;1.123756;0.1782871,0.4266439;0.06189838;0.0312293,7148.938
13,3,ratioPercentage,3,Length,0.38,33,0.38760000000,1.02,-0.02902281;1.124819;0.1706054,0.4327012;0.06033087;0.03168456,7160.188
13,3,ratioPercentage,4,Length,0.93,95,0.93000000000,1,0.0305258;1.109657;0.2057256,0.4899487;0.07182226;-0.02580703,21188.56
13,3,ratioPercentage,5,Length,0.88,96,0.89760000000,1.02,-0.02996773;1.133135;0.1539456,0.4006181;0.07900995;0.01573168,16274.38
13,3,ratioPercentage,6,Length,0.28,27,0.28000000000,1,-0.07898718;1.136906;0.1639753,0.386504;0.04192874;0.09094217,7897.188
13,3,ratioPercentage,7,Length,0.43,37,0.43860000000,1.02,-0.07011372;1.134343;0.1568929,0.4017142;0.07859664;0.03920993,9505.75
13,3,ratioPercentage,8,Length,0.08,8,0.07600000000,0.95,-0.02811569;1.119105;0.1638894,0.4325098;0.06411874;-0.01559,14978.69
13,3,ratioPercentage,9,Length,0.23,22,0.23460000000,1.02,-0.03233051;1.104904;0.1680912,0.4465284;0.05721053;0.007715848,15280.5
13,3,ratioPercentage,10,Length,0.83,80,0.84660000000,1.02,-0.0316534;1.137092;0.132486,0.3959897;0.08037961;0.01511434,11091.69
13,3,ratioPercentage,11,Length,0.58,49,0.59160000000,1.02,-0.02474445;1.110802;0.166467,0.4451241;0.05149046;0.01368795,4601.563
13,3,ratioPercentage,12,Length,0.63,63,0.63000000000,1,0.005337358;1.096883;0.2200558,0.4683146;0.03827075;-0.00353725,6143.625
13,3,ratioPercentage,13,Length,0.68,80,0.66640000000,0.98,-0.001374841;1.103517;0.1952756,0.4476234;0.04998865;0.00413518,13526.56
13,3,ratioPercentage,14,Length,0.33,28,0.34320000000,1.04,-0.005786598;1.131681;0.1630991,0.3953348;0.08856038;-0.009546281,8534
13,3,ratioPercentage,15,Length,0.18,13,0.17819998200,0.9899999,-0.0434339;1.124111;0.1729117,0.4115333;0.08668136;-0.0005912522,10663.81
13,3,ratioPercentage,16,Length,0.53,49,0.53000000000,1,-0.03703052;1.078685;0.1875433,0.468659;0.1091464;0.008503475,7093.25
13,3,ratioPercentage,17,Length,0.13,11,0.13000000000,1,-0.06872076;1.084241;0.1803775,0.4446642;0.00321533;0.05903986,12904.19
